Kızılgür	1422089488.000000
magmasal	1421884696.000000
Papaz her gün pilav yemez	1403263668.000000
damıtma	1353776004.000000
ambale	1421793758.000000
Ulusırt	1422134592.000000
Gümeleönü	1422065274.000000
benekleme	1268464911.000000
ne yazar?	1188207602.000000
Deredoğan	1422044968.000000
çeyizlenmek	1422242501.000000
muskacılık	1216511453.000000
Alaca	1398140607.000000
ekşi elma	1216456699.000000
seda	1411631930.000000
tarziye vermek	1421787375.000000
nafile yere	1197644369.000000
bulunmamak	1421703596.000000
on altı	1421902292.000000
takdirini kazanmak	1421785342.000000
içi içine sığmamak	1421737227.000000
ilinge	1217700184.000000
yemişli	1421939405.000000
Sağır	1422117171.000000
kapılış	1216486452.000000
kiloton	1354859414.000000
Sağın	1422117154.000000
Akkavak	1398136058.000000
Salurçiftliği	1422113873.000000
teşkilâtçı	1216560527.000000
Balalan	1398226408.000000
Bulgurcular	1422034424.000000
çaba göstermek	1422238585.000000
börkenek	1405258257.000000
aktüalitesini kaybetmek	1421687174.000000
onurlanmak	1421761550.000000
küçürek	1421881533.000000
afiyet olsun	1408874340.000000
Dağdıralı	1422042919.000000
kınlamak	1421744753.000000
fit	1422686050.000000
Hancıçiftliği	1422070634.000000
bağbozumu	1318771309.000000
yelleme	1216576451.000000
mayalık	1421886839.000000
göçücü	1421858096.000000
fil	1422189582.000000
kuşaksız	1421880031.000000
anadan doğmuşa dönmek	1421689317.000000
fıskiye	1339420841.000000
karalanmak	1421740696.000000
firketeleme	1216462550.000000
yağış	1421025177.000000
selefon	1216362131.000000
garplı	1421847422.000000
Nallıkaya	1422105887.000000
devalüe	1421812963.000000
çarkçı	1216443812.000000
Tûranî	1422133110.000000
güvensizlik	1319019050.000000
Üvezdere	1422169274.000000
denetilmek	1421710029.000000
orta oyuncusu	1216518201.000000
Miraç Kandili	1216509648.000000
nesnelcilik	1216514883.000000
hendesi	1421861633.000000
aş erme	1216404093.000000
kucaklamak	1414194177.000000
Kökez	1422096530.000000
gayret vermek	1421722450.000000
tükeniş	1216564969.000000
cadı kazanı	1187774596.000000
mest olmak	1188194814.000000
sarılaşma	1216539938.000000
Kınalıçam	1422086970.000000
nanik	1237210921.000000
Allah dağına göre kar verir	1330166059.000000
oluşum ısısı	1217701004.000000
Tüze	1422134038.000000
hakkından gelmek	1421728408.000000
başkalaşmalılar	1318771739.000000
Sığırtmaç	1422120549.000000
soğanımsı	1421920029.000000
mezardan çıkarmak	1421755667.000000
sorti yapmak	1421779805.000000
ağzını hayra açmak	1421695038.000000
aksiliki tutmak	1421687104.000000
koyu sırtlı saka	1245358116.000000
Susik	1422121961.000000
Gümürtler	1422065343.000000
Deringöze	1422045565.000000
mazur	1421886996.000000
Tanman	1422124379.000000
yer belirteci	1216576987.000000
görelmek	1421725605.000000
Piredede	1422111458.000000
Tahiriye	1422123695.000000
çağrıcı	1216443059.000000
teçhiz etmek	1422202368.000000
ağaçkesen	1318906779.000000
kıkırdak bilimi	1216491666.000000
Çımkara	1353670888.000000
Yakuparpa	1422137322.000000
tiftik tiftik olmak	1422203259.000000
Coşan	1422040621.000000
Sülümenli	1422122908.000000
Ege	1422051670.000000
böğür	1404580904.000000
operakomik	1216517720.000000
Arıdağ	1398160330.000000
Tatlıca	1422125233.000000
harbiye nazırı	1253814441.000000
Veziralanı	1422136500.000000
çırpıcı	1421947481.000000
Kocaoğlu	1422090609.000000
istimal etmek	1421736071.000000
muaccel	1421891235.000000
cazibesiz	1421807960.000000
eziyet çekmek	1421719187.000000
ayhali	1318767315.000000
şeriye mahkemeleri	1216552437.000000
gecelemek	1421722738.000000
Güvemalanı	1422067260.000000
Aşağıhacıahmetli	1398219383.000000
mermi	1340394987.000000
çadırlı ordugâh	1216442919.000000
olay yapmak	1421761060.000000
türemiş kelime	1301436765.000000
Kükür	1422097873.000000
mahallileşmek	1421753004.000000
toplatmak	1422207176.000000
canını burnundan getirmek	1421705673.000000
muvakkat	1421892960.000000
şakirt	1318849132.000000
göbeği çatlamak	1421725112.000000
deşeleme	1216450742.000000
topak topak	1216562713.000000
değinmeceli	1421813355.000000
standardize etmek	1421780464.000000
Altınölçek	1398153804.000000
sihirlenmek	1421776648.000000
Yemişlik	1422144029.000000
fiğ	1421824257.000000
Ortakdaracık	1422108183.000000
diziliş	1216452825.000000
kazalı	1421874049.000000
gevretme	1216465486.000000
az değil	1318767863.000000
diş eti	1216452470.000000
acıma	1413643975.000000
sadakatli	1421912792.000000
Çobanözü	1422164806.000000
Aydınşeyh	1398176012.000000
ot yiyenler	1216518574.000000
Dünyanın Yedi Harikası	1422050609.000000
yıpramak	1422228965.000000
ilhak etmek	1352702118.000000
dilâ	1337538423.000000
endişeli	1421819156.000000
Yulak	1353334700.000000
tombulca	1421927837.000000
Zemheride yoğurt isteyen cebinde bir inek taşır	1209756024.000000
arzusu kalmak	1421691235.000000
Bir söz yola getirir, bir söz yoldan çıkarır	1209750161.000000
Sümerce	1378233355.000000
götür	1357838029.000000
kulak vermek	1421748194.000000
Durutlar	1422049792.000000
Hırkatepe	1422073273.000000
Çiviköy	1422164073.000000
Toytepe	1422131176.000000
eş değerlik	1216459552.000000
Kızılalmıla	1353272644.000000
bekâr	1413999119.000000
Yumşak	1353658454.000000
öptürme	1216520800.000000
öğrenci kartı	1216519702.000000
kadrolu	1421871178.000000
Kargabükü	1422081366.000000
skandiyum	1333004438.000000
dik dik bakmak	1421711330.000000
Alışmış kudurmuştan beterdir	1352352795.000000
saylamak	1421773890.000000
Özüveren	1422168432.000000
dokumacı	1414816553.000000
günden güne	1216469868.000000
Eslemez	1422056367.000000
Adaçay	1398132523.000000
Samanbeyli	1422113915.000000
Miskçiyle konuş, miskine bulaş; pisçiyle konuş, pisine bulaş	1209754682.000000
sakınmak	1421771618.000000
kalımlı	1421871632.000000
harman çevirmek	1421728990.000000
gönlü kalmak	1421725321.000000
Özköy	1422168195.000000
ayılmak bayılmak	1421693008.000000
Kış kış gerek, yaz yaz	1209754075.000000
kollarının arasına almak	1421746831.000000
boyasıatmak	1421702227.000000
belasız	1421801493.000000
Deveçatağı	1422045880.000000
küçültme	1421881505.000000
çıvlamak	1422244999.000000
sözlendirmek	1421782951.000000
nüfus bilimsel	1421901280.000000
Üçköy	1422169948.000000
Kadırkan	1353507994.000000
bakkal çakkal	1421799856.000000
ıcığını cıcığını çıkarmak	1187599483.000000
Togolu	1421927644.000000
gevşeyiş	1216465509.000000
Yalancının mumu yatsıya kadar yanar	1333006015.000000
harman savurmak	1421728984.000000
Yoğurtyemez	1422149290.000000
Eskiarapkir	1422055554.000000
mosmor kesilmek	1421756597.000000
yarım akıllı	1421938232.000000
Sabreden derviş, muradına ermiş	1231061463.000000
Yeniaydın	1422144265.000000
Camidüzü	1422038605.000000
Sarıova	1422115667.000000
plato	1413453385.000000
işi üç nalla bir ata kalmak	1187889719.000000
seviyesiz	1421917068.000000
Balkı	1422027011.000000
Akbuğra	1353365569.000000
yersel	1421939698.000000
Mollaosmanlar	1422104190.000000
ahbapça	1163872485.000000
hodri	1242821355.000000
saz tuygunu	1245451275.000000
Çavuş	1353663156.000000
elektroensefalografi	1373558556.000000
Kütükköy	1422098492.000000
anjiyoloji	1314198518.000000
hatasızlık	1421860536.000000
bavrımak	1408994945.000000
saptayış	1216539687.000000
etil	1400805100.000000
Arka gerektir arka, ya utana ya korka	1209748735.000000
yetki belgesi	1269599737.000000
etik	1390327818.000000
abanozlaşma	1317662670.000000
obstetri	1325539672.000000
Yolak	1353334351.000000
Peynirdere	1422111054.000000
büzülmek	1421705158.000000
Altıntepe	1398153624.000000
Yolay	1353658145.000000
düz baskı	1216455468.000000
hizip	1404313707.000000
gık	1216465699.000000
stadyum	1361983700.000000
Ön tekerlek nereye giderse arka tekerlek de oraya gider	1191055703.000000
derin uyku	1216450387.000000
çavlanmak	1422240612.000000
Kazkelli	1422084143.000000
ifildemek	1421732328.000000
gülkan	1302792666.000000
bilâhare	1216411895.000000
Karaköyşeyhler	1422079860.000000
Uludere	1398264497.000000
natura	1413346085.000000
Berkköy	1422029163.000000
buz yalağı	1216415798.000000
dört göz bir evlat için	1200935634.000000
önleyici	1421949218.000000
hilalî	1421862283.000000
gönüllenmek	1421725569.000000
takır tukur	1421923577.000000
ırganma	1216476556.000000
Üçkubbe	1213273227.000000
koz helva	1216496907.000000
tüfek çatmak	1422211194.000000
sofralık	1421919259.000000
müstebit	1421895507.000000
sabreden derviş muradına ermiş	1239108982.000000
beli bükük	1318775196.000000
klâsman	1216494445.000000
kırbaçlatmak	1364825732.000000
lâp	1216501784.000000
Mehmetçelebi	1422102307.000000
merkezkaçlama	1216507538.000000
lâv	1216501988.000000
çemberli	1421946386.000000
elektrikleme	1216457064.000000
Tapduk	1422124502.000000
iftiraya uğramak	1421732428.000000
bücürleşmek	1421704753.000000
niye	1331581896.000000
kuzgunkuşugiller	1357457685.000000
lâf	1422872219.000000
torbalanma	1216563210.000000
Kasaplı	1422081971.000000
lâm	1422872667.000000
Borçlu ölmez, benzi sararır	1332651524.000000
akreditif	1376224159.000000
aşkarı bozuk	1318768817.000000
kanela	1364480279.000000
bayağı	1422801915.000000
Abınç	1209988099.000000
kızarış	1216493435.000000
kasten	1414190530.000000
tarumar olmak	1421787351.000000
Bebekköy	1398248542.000000
çevirmek	1422242366.000000
denizden geçip çayda boğulmak	1421710116.000000
videoiletim	1318693813.000000
çevirmen	1424938509.000000
Kayabalı	1422082794.000000
akıllara durgunluk vermek	1421686622.000000
röle	1216536667.000000
sokak çocuğu	1216546573.000000
yönetim gideri	1216579387.000000
Eskiocak	1422056093.000000
Uzunova	1422135598.000000
süngerleşmek	1421783362.000000
Bolatlı	1422031974.000000
Tuğlaköy	1422132780.000000
spin	1421780311.000000
miskin miskin	1216509765.000000
accık	1421789359.000000
tarım coğrafyası	1216555869.000000
boyutsuzluk	1318779188.000000
intan	1404327991.000000
Çuhadarlı	1422165487.000000
apacı	1421795283.000000
takeometre	1362773181.000000
usçuluk	1405964966.000000
münzevi	1421894918.000000
bayağı taşçeviren	1245311248.000000
yelseme	1216576507.000000
banyo almak	1421696345.000000
Tekgöz	1422127207.000000
puluç	1421908039.000000
hayalifener	1216473165.000000
Kazıklı	1422084069.000000
Gümüşköy	1422065553.000000
Azıl	1353425327.000000
gülünçlü	1421858332.000000
döngen	1306771474.000000
İlküvez	1422171201.000000
iliştirilme	1216479359.000000
muvazenesiz	1421892989.000000
Kayaeli	1422083049.000000
izdırâr	1421869352.000000
Garibin yardımcısı Allah'tır	1190301552.000000
Yazıören	1422142339.000000
kuş uçurmamak	1187517020.000000
hunriz	1421863713.000000
masraftan çıkmak	1421753991.000000
bayatsı	1421800646.000000
bir koltuğa iki karpuz sığdırmak	1187762320.000000
yabana salmak	1422220001.000000
intaç	1340309977.000000
Şaik	1422268201.000000
Kahramanmaraşlılık	1224313555.000000
anlamlı anlamlı	1314198630.000000
Başkışla	1398247655.000000
perde arkası	1188625891.000000
Olursan kazık olma, tokmak ol	1209754795.000000
aktüer	1415767294.000000
Umudum	1422134776.000000
baş tacı	1318771531.000000
Mühürler	1422105385.000000
Konakköy	1422091155.000000
Fadime	1392297228.000000
yuvarlaklaşmak	1422232912.000000
peşi sıra	1205064961.000000
yenileştirme	1216576857.000000
plânlanmak	1421766174.000000
ahdetmek	1421686256.000000
Aşağıesenli	1398219024.000000
sövüşmek	1421782688.000000
ciltlemek	1421706887.000000
hah	1354471158.000000
duvakçı	1216454710.000000
hak	1423109755.000000
Acarköy	1398131709.000000
ham	1421859639.000000
han	1408883547.000000
Hacıkabasakallar	1422068713.000000
Tekevler	1422127198.000000
hac	1422722254.000000
had	1411222180.000000
haf	1384604541.000000
Çarıktekke	1422158722.000000
hay	1416056831.000000
Pangasinan dili	1377948117.000000
Akyayla	1398138031.000000
bazı	1424085260.000000
har	1422727986.000000
Azganaz	1353425292.000000
ipi koparmak	1187891059.000000
sefalar getirdiniz	1162633961.000000
hav	1411228014.000000
ölçermek	1422248835.000000
Faydasız baş mezara yaraşır	1209752203.000000
Yaratu	1422139519.000000
Savran	1422116582.000000
asabiye	1379859920.000000
davacı	1349649271.000000
emek çekmek	1421717028.000000
Kapo Verde Cumhuriyeti	1247810921.000000
Akçanın iyisi kesede duran, bahçanın iyisi eve yakın olan	1209748154.000000
doğrusuz	1421815690.000000
temel duvarı	1216558969.000000
manganin	1356756077.000000
gubarmak	1364331477.000000
taç yapraklı	1216553890.000000
Muratdede	1422104709.000000
bülten	1416675721.000000
Mürselköy	1422105469.000000
dış âlem	1216451155.000000
beşpençe	1318776506.000000
ak pelikan	1374173476.000000
basma kalıbı	1216408476.000000
tatlı sülümen	1216556756.000000
piyazlamak	1421765872.000000
karşı olmak	1326574787.000000
Kuşaçması	1422096011.000000
en altyapı	1217698984.000000
Aşağıkozpınar	1398220881.000000
masalımsı	1421886272.000000
içsiz	1421869707.000000
Aşağıkepen	1398220541.000000
Kazanlıpınar	1422084005.000000
aşıkmak	1405966009.000000
Kadıobası	1422075859.000000
dayatışmak	1421709239.000000
Anadolufeneri	1398152016.000000
sivrileşme	1216545925.000000
Efendiköprüsü	1422051592.000000
İzdik	1422173429.000000
birleştiricilik	1318777605.000000
cüzzüg çekmeg	1378869581.000000
ak karınlı ebabil	1316354361.000000
bağlar yörüngeç	1217697759.000000
Bengilik	1422028864.000000
ucu dokunmak	1293401715.000000
Ortaçay	1422108502.000000
cidâl etmek	1421706771.000000
salkım başak	1216538887.000000
rüşvetçilik	1217176058.000000
vize almak	1422218432.000000
Azganlık	1422026171.000000
hazinedar	1422733269.000000
Ortaçat	1422108493.000000
Atmalıoğlu	1398169460.000000
yırtmaçlı	1421940411.000000
Beltepe	1422028763.000000
Gelinsini	1422059807.000000
analitik	1421794162.000000
saat gibi	1260291311.000000
bağlanma	1216406865.000000
yok pahasına	1216578707.000000
kudretli	1421878838.000000
Yukarıemerce	1422150296.000000
muttasıf	1421892866.000000
tamamlama	1408991593.000000
cartadan	1216441157.000000
cartadak	1216441154.000000
beddua sinmek	1421698710.000000
ayranıkabarmak	1421693280.000000
Dedik	1422043687.000000
matmazel	1237902773.000000
elverme	1216457505.000000
ekonomik faaliyet	1300380064.000000
çamurlatmak	1422239473.000000
armut piş ağzıma düş	1263726072.000000
tamkatlı bileşikler	1217701771.000000
kalbur	1318854334.000000
diyoptri	1326443649.000000
kızılca	1421877195.000000
yineleniş	1216578440.000000
tazece	1216557249.000000
İyikomşu	1422173374.000000
Yakuşuk	1422137422.000000
atölye marangozu	1375583448.000000
Tugayörük	1353639691.000000
temellenme	1216559008.000000
lüpten	1197626900.000000
Kaşyolu	1422084521.000000
kösteksiz	1421880794.000000
Atsız	1353415983.000000
Açın karnı doyar, gözü doymaz	1414832617.000000
Karaçur	1353515524.000000
aksiliki üstünde	1314194383.000000
Karaçuk	1353515498.000000
oluklu	1421902180.000000
Camilimanda	1422038615.000000
perçinli	1421905738.000000
kanbiyit	1216485669.000000
Ardıçdalı	1398155503.000000
Gökyolu	1410200595.000000
azimkâr	1421798505.000000
sözünü kesmek	1421783099.000000
budak	1387575427.000000
Büyükburç	1422036868.000000
servilik	1216542578.000000
Aydınkavak	1398172491.000000
eğitilme	1216456168.000000
Hacıhalimler	1422068516.000000
Atabek	1398163708.000000
çamaşır makinesi	1379507390.000000
üstüne yürümek	1422253424.000000
kalp ağrısı	1162633470.000000
garipsemek	1421722267.000000
Yukarısöğüt	1422151945.000000
korindon	1216496205.000000
elden geçirmek	1421716374.000000
Tepeoba	1422128127.000000
salaklık	1216538648.000000
borçlu çıkmak	1421702100.000000
Cahilin dostluğundan alimin düşmanlığı yeğdir	1414827442.000000
Lihtenştaynlı	1314193373.000000
saygı	1422679514.000000
büyütülme	1216416339.000000
kolejli	1216495174.000000
nahiye	1403555144.000000
kaşkaval	1216488390.000000
Sünlü	1422123043.000000
küçük karga	1307350020.000000
tiftiklenme	1216561883.000000
Kızkapan	1422089935.000000
adli merci	1375152617.000000
hem nalına hem mıhına vurmak	1187887972.000000
Danışman	1422041805.000000
geriye dönmek	1421723286.000000
Kumkuyucak	1422093739.000000
vesveseli	1421934552.000000
oruç tutmak	1421762177.000000
huzur hakkı	1375113184.000000
foslamak	1421721398.000000
özenilme	1216521706.000000
estirilme	1216459512.000000
Tokkan	1353612150.000000
halelenme	1216471056.000000
dokümanter	1421815335.000000
Gündoğmuş	1398251551.000000
İncemağara	1422172069.000000
İD	1407684330.000000
ıkınma	1421733191.000000
nakzen görmek	1421758787.000000
Sarıçubuk	1422116085.000000
yıldız savaşı	1216578120.000000
dış deri	1216451174.000000
laf ola beri gele	1230772665.000000
fikrî	1423583164.000000
Aşağıdemirbük	1398218477.000000
evinsiz	1421820814.000000
pestilini çıkarmak	1188626232.000000
Tahtköy	1422123857.000000
sermest olmak	1421775488.000000
Gerenkova	1422060238.000000
Arpaderen	1398161648.000000
yan çizgisi	1216572949.000000
Yukarıdana	1422150021.000000
Kavalcık	1422082527.000000
üzerine yürümek	1422253964.000000
Urunguşat	1353644783.000000
tebelleş etmek	1422195247.000000
Apasaraycık	1398154841.000000
çingene pilici	1187587177.000000
Yukarıkuyulu	1422151395.000000
bir numara	1318777434.000000
Yılkı	1422147768.000000
özleyiş	1423274130.000000
Ciciler	1422040039.000000
Tekirdağlılık	1224314114.000000
emikriptofit	1233669188.000000
ortak olmak	1421761989.000000
altboşluk	1404026071.000000
boz ötleğen	1246520493.000000
hoşnutluk getirmek	1421731234.000000
yedek subay	1216576135.000000
şulelenmek	1422259715.000000
ızgarasız	1421869373.000000
Karahıdırlı	1422079242.000000
kaçırmak	1421742426.000000
müfret	1392870430.000000
devinimsiz kalmak	1265885440.000000
Üçlüce	1422169995.000000
sarhoş olmak	1421772954.000000
Suyu havana koy, döv döv yine su	1209755346.000000
ardışık olgular	1216402823.000000
Tapusak	1361994176.000000
gezleme	1216465615.000000
Dağsolaklısı	1422043202.000000
kıpırtılı	1421876033.000000
sal yarışı	1216538601.000000
buut	1350401528.000000
bokuyla kavga etmek	1421701797.000000
söz karışıklığı	1216548014.000000
Karaçevre	1422081070.000000
çocuklu	1421947792.000000
durumu bozulmak	1421713965.000000
Gökmusa	1422061709.000000
idraksizlik	1216478032.000000
eli kolu bağlı kalmak	1187846021.000000
İncekaya	1422172023.000000
burcu	1334785052.000000
silâh başı etmek	1421777084.000000
Çevrimova	1422162240.000000
Md	1424003069.000000
Mg	1390044539.000000
Külefli	1213627257.000000
Mo	1424005061.000000
Mn	1390044462.000000
anketör	1314198554.000000
Mu	1422104393.000000
Mt	1424006226.000000
Mv	1211742427.000000
muvakkaten	1166716399.000000
ardışık bağımlılık	1225770286.000000
Selkisaray	1422118026.000000
iğneli	1421869820.000000
giyiş	1216467391.000000
Ahievren	1398133160.000000
MB	1340489755.000000
Anadolu	1391485665.000000
MP	1379531953.000000
Mustafabeyli	1422105139.000000
yahter	1210695249.000000
aklıevvellik	1314194113.000000
müsevvit	1216512771.000000
boyler	1216414284.000000
göstermek	1421725835.000000
Çatkale	1422159349.000000
bizce	1198870146.000000
alerjik	1421792577.000000
akıncılık etmek	1421686673.000000
Başarakavak	1422028024.000000
alacalı karga	1245487813.000000
Buyançuk	1353485673.000000
Demirköprü	1422044361.000000
grafometre	1216469064.000000
lime lime etmek	1263139147.000000
kızıl ardıç kuşu	1245964299.000000
ilkah etmek	1421733775.000000
Polatderesi	1422111803.000000
kılgın	1421875651.000000
emlak	1408216361.000000
Madenşehri	1422100959.000000
ticaret	1393998600.000000
Taptık	1422124605.000000
Yuvaklı	1422153758.000000
Güneyik	1422066230.000000
Ülkücü	1353338559.000000
Kabalı	1422075523.000000
bir tarafa bırakmak ( ya da koymak)	1318777447.000000
acısızlık	1314188790.000000
gebermek	1421722696.000000
ölü helvası	1216520226.000000
kuşluk	1422840527.000000
Kerdiz	1422085469.000000
Ardında yüz köpek havlamayan kurt, kurt sayılmaz	1205521612.000000
Mallıdere	1422101452.000000
gömülü	1421857560.000000
civcivli	1421809312.000000
lokalize etmek	1421752244.000000
malaklama	1216504473.000000
Törkin	1422132976.000000
şikâyetçi	1421985222.000000
senkron	1421916375.000000
bakırlı	1421799836.000000
Keklikdere	1422084745.000000
bolarmak	1421701815.000000
Issızca	1422075005.000000
Deresakarı	1422045246.000000
koflaşmak	1421746580.000000
bulaşık bezi	1318780157.000000
polimerleştirme	1216533435.000000
harçsız	1421860247.000000
doruklanım	1271653352.000000
Kurtpınarı	1422094494.000000
lâisizm	1216501508.000000
bilek damarı	1318776942.000000
Şecaat arz ederken merdikıptı sirkatin söyler	1250749877.000000
Yukarıçanak	1422152494.000000
omnivor	1324234225.000000
bankerzedelik	1318770139.000000
niteleme	1220201164.000000
Yanıkses	1422138902.000000
Sierra Leone Cumhuriyeti	1247639231.000000
paniğe kapılmak	1188462388.000000
ocaqlıq	1377964435.000000
besmele	1388258649.000000
abdestini vermek	1421684724.000000
uluma	1243340416.000000
yanlama	1216573312.000000
salgılayıcı	1216538781.000000
yıldan yıla	1166027956.000000
ideolog	1411253502.000000
Alakurt	1375603019.000000
sabunlayış	1216537428.000000
eşeyli	1421821661.000000
Demirbilek	1422044021.000000
haşır huşur	1216472563.000000
birdenbire	1321211313.000000
Azatlı	1398195320.000000
ayaz paşa kol geziyor	1318767224.000000
dingil	1421814400.000000
kimyonlu	1421875883.000000
bataklık kamışçını	1245776569.000000
el üstünde gezmek	1263108079.000000
sirkecilik	1216545721.000000
betimsel dil bilgisi	1216411189.000000
Sazlıçayır	1422116987.000000
Tecer	1422126905.000000
önayak	1421949102.000000
İşkara	1422268191.000000
poliklinik	1387043146.000000
bağdaş kurmak	1421697163.000000
gül rengi	1421858222.000000
şian kalmak	1422258749.000000
kazan kaldırmak	1357363115.000000
ameliyat geçirmek	1421689223.000000
karşılaştırmacı	1220094233.000000
içi kararmak	1421737253.000000
apron	1424969125.000000
müşavirlik	1343224255.000000
bir günden bir güne	1318777421.000000
Bayırüstü	1398243924.000000
Elmaağacı	1422052649.000000
Dönümlü	1422050252.000000
vergi rekortmeni	1216570380.000000
kılış	1216491901.000000
devletleştirilmek	1421710837.000000
Tınaztepe	1422129125.000000
Kumlukıyı	1422093807.000000
tavına getirmek	1422193748.000000
Mızrak	1422103908.000000
baldırlık	1318769759.000000
eleştirmek	1421716515.000000
idealize etmek	1421732227.000000
katıcıl eğri	1217700426.000000
Çiçekköy	1422164154.000000
nötrleştirme	1216515933.000000
Gecehan	1422059368.000000
öküze boyunduruğunu kuyruğundan vurmak	1187588393.000000
Yoleri	1422148679.000000
boncukluk	1318778772.000000
sırıkla atlama	1363956576.000000
eksi uç	1216456614.000000
geğirme	1216464631.000000
Ebülhüdalı	1422051336.000000
Kesikköprü	1422085846.000000
yemeden içmeden	1211671637.000000
satıcı	1410401760.000000
öğütme	1220200891.000000
üye tam sayısı	1215106053.000000
ilâm almak	1421733910.000000
Domur	1422048003.000000
uruhsat	1390400663.000000
yaşam düzeyi	1216575018.000000
helâlzade	1216473830.000000
Samailli	1422113907.000000
Eskiyol	1422056227.000000
tartımsız	1421924240.000000
şehvetsiz	1421984544.000000
Kavakpınarı	1422082421.000000
telis	1414053248.000000
pirelendirme	1216532692.000000
Harbiye	1422070984.000000
silâhlama	1216544909.000000
bin dereden su getirmek	1388388727.000000
yılanboyungiller	1246901936.000000
Otu çek, köküne bak	1209754842.000000
başsağlığı	1392775741.000000
beyazlaşmak	1421699790.000000
sörfçü	1216547814.000000
telin	1237864269.000000
Muğla	1378181777.000000
gereklik	1216465168.000000
kısasa kısas	1422824076.000000
asker çıkarmak	1421691405.000000
sızlanma	1216544609.000000
Alacalı	1398140769.000000
